"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
58,62,733,7.41430007941995,8.03170762273063,"MP_-1",2875,9075,3125,80.9,49.2,55,80.9,"Protein",0.779,"Comparstic Spotlight F2Ba Au 240926.csv",-3798,4080,3611.56333116948,-4749.03456557779,"334",8968.29222788352,-2415.42426690925,909.074,37.769,35.458,34.711,39.939,"Polytetrafluoroethylene (PTFE)",4.16,"Comparstic Raman F2Ba Au IAEA 240930.csv",3611.21127482755,-4741.62862863505,1,68.0586182865755,0.108939914827545,FALSE
59,63,230,4.58708044998465,4.90062531061726,"MP_-1",2925,3850,5625,104.1,68.8,97.5,104.1,"Cellulose",0.734,"Comparstic Spotlight F2Ba Au 240926.csv",-3748,-1145,3950.35046964988,454.27831992171,"533",9310.43650763523,2777.01702563142,2741.721,76.506,47.752,47.752,76.506,"Polyamide (PA)",83.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",3953.35555457926,450.812663905616,1,80.1775249780754,0.0572115496361231,FALSE
60,64,135,21.6037706251205,21.9601884119792,"MP_-1",2900,5400,2500,60.4,52.7,50,60.4,"Protein",0.721,"Comparstic Spotlight F2Ba Au 240926.csv",-3773,405,3859.96704926672,-1090.0442599763,"406",9201.93773435826,1220.71980682791,1088.186,41.81,33.692,33.692,43.388,"Cellulose Acetate Butyrate (CAB)",90.49,"Comparstic Raman F2Ba Au IAEA 240930.csv",3844.85678130229,-1105.48455489789,1,117.228686908104,0.184287406051523,FALSE
61,65,275,18.9437816487902,19.3025653081135,"MP_-1",2950,6300,3750,80.9,59,75,80.9,"Cellulose",0.84,"Comparstic Spotlight F2Ba Au 240926.csv",-3723,1305,3743.28391786538,-1981.95011326921,"461",9102.62404241691,363.062837114726,4896.013,168.502,53.361,53.361,169.678,"Polyamide (PA)",78.3,"Comparstic Raman F2Ba Au IAEA 240930.csv",3745.54308936094,-1963.14152461108,1,101.940950788532,0.1858309295946,FALSE
62,66,327,12.7736216642425,13.4484719612306,"MP_-1",2975,3375,1875,60.4,39.6,30,60.4,"Protein",0.793,"Comparstic Spotlight F2Ba Au 240926.csv",-3698,-1620,3935.91576618118,930.686877378115,"167",9301.82549388309,3266.122606753,348.173,34.833,27.152,27.152,36.166,"Polyacrylamide/acrylate",66.46,"Comparstic Raman F2Ba Au IAEA 240930.csv",3944.74454082712,939.918245027196,1,81.4389115150309,0.156849120728792,FALSE
63,67,268,9.5490607234982,10.0118450728835,"MP_-1",2975,4000,1875,60.4,39.6,30,60.4,"Protein",0.731,"Comparstic Spotlight F2Ba Au 240926.csv",-3698,-995,3889.43920802998,308.725781582971,"695",9238.67805970073,2629.48165667808,748.251,32.024,28.45,28.45,35.316,"Polyacrylamide/acrylate",79.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",3881.59710664476,303.277294952276,1,155.801095902358,0.0612900741692,FALSE
64,68,471,16.0119361610831,16.6384803927618,"MP_-1",3025,6900,2500,80.9,39.3,55,80.9,"Protein",0.79,"Comparstic Spotlight F2Ba Au 240926.csv",-3648,1905,3624.03109054481,-2573.4555782544,"230",8980.34764713652,-263.24489645762,676.574,38.54,27.934,27.555,41.333,"Polyacrylamide/acrylate",26.81,"Comparstic Raman F2Ba Au IAEA 240930.csv",3623.26669408055,-2589.44925818342,1,273.019662696329,0.0586475567471956,FALSE
65,69,210,38.1778803948098,38.7144807767157,"MP_-1",3100,8200,2500,60.4,52.7,50,60.4,"Protein",0.797,"Comparstic Spotlight F2Ba Au 240926.csv",-3573,3205,3452.7245180949,-3861.55747053016,"358",8836.25668368403,-1507.82341743365,749.734,31.662,30.249,29.886,34.659,"Polyacrylamide/acrylate",85.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",3479.17573062806,-3834.02777915945,1,169.967870187572,0.224618219623967,FALSE
66,70,589,16.5418905398699,16.9620490328662,"MP_-1",3175,5750,1875,60.4,39.6,50,60.4,"Protein",0.789,"Comparstic Spotlight F2Ba Au 240926.csv",-3498,755,3560.27729455218,-1417.89278803505,"766",8931.55190254105,899.816027664811,811.855,32.88,32.88,31.318,38.563,"Polyether sulphone (PES)",13.38,"Comparstic Raman F2Ba Au IAEA 240930.csv",3574.47094948508,-1426.38833406099,1,97.8974392533801,0.168971636704979,FALSE
67,71,580,12.1872486678413,12.8770661388499,"MP_-1",3150,8050,1875,60.4,39.6,30,60.4,"Protein",0.709,"Comparstic Spotlight F2Ba Au 240926.csv",-3523,3055,3414.12200438758,-3708.56868288723,"261",8767.94264125039,-1370.62126498288,351.139,34.398,19.457,19.457,33.87,"Polyether sulphone (PES)",14.13,"Comparstic Raman F2Ba Au IAEA 240930.csv",3410.86168819442,-3696.82562670868,1,141.322228029476,0.086237309146438,FALSE
68,72,194,19.6765307342219,20.1242976348532,"MP_-1",3200,10200,5000,95.7,66.5,75,95.7,"Protein",0.924,"Comparstic Spotlight F2Ba Au 240926.csv",-3473,5205,3204.48575668384,-5844.39672777043,"211",8575.63000078592,-3504.43047276327,1718.128,62.766,44.77,44.397,63.147,"Cellulose Acetate Butyrate (CAB)",86.99,"Comparstic Raman F2Ba Au IAEA 240930.csv",3218.54904772995,-5830.63483448907,1,211.717499994442,0.0929376680469893,FALSE
69,73,248,34.6968877028427,34.8274681245462,"MP_-1",3200,3450,8125,150,69,112.5,150,"Cellulose",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-3473,-1545,3706.43258471679,872.783106817129,"185",9089.99455558044,3176.56806373074,5918.782,138.258,56.566,56.566,138.247,"Polyamide (PA)",81.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",3732.91360252447,850.363702004936,1,53.4784508759151,0.648801286023583,FALSE
70,74,234,10.6243057995469,10.8572813388989,"MP_-1",3200,7750,1875,60.4,39.6,50,60.4,"Protein",0.773,"Comparstic Spotlight F2Ba Au 240926.csv",-3473,2755,3386.67386463654,-3406.30923225346,"43",8753.01688408001,-1085.30967599529,1206.99,43.993,40.405,40.405,47.478,"Cellulose Acetate Butyrate (CAB)",83,"Comparstic Raman F2Ba Au IAEA 240930.csv",3395.93593102404,-3411.51403772109,1,291.521570824063,0.0364443213224823,FALSE
71,75,422,26.3030521708553,26.5088599382598,"MP_6",3350,10500,36250,266.7,173.1,230,266.7,"PET",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-3323,5505,3032.90634578043,-6131.78367979581,"281",8414.31700982915,-3815.57510300728,52697.926,288.12,270.639,260.875,328.653,"Polyethylene terephtalate (PET)",37.14,"Comparstic Raman F2Ba Au IAEA 240930.csv",3057.23605677318,-6141.77946473308,1,337.903650925022,0.0778418703048928,FALSE
72,76,257,12.7433947953535,13.2437169750684,"MP_-1",3250,3475,1875,60.4,39.6,50,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-3423,-1520,3654.81663472713,851.62278763742,"223",9019.95831039636,3167.9570499786,712.001,32.474,31.256,30.06,33.375,"Polyacrylamide/acrylate",80.85,"Comparstic Raman F2Ba Au IAEA 240930.csv",3662.87735734039,841.752688252796,1,78.107116678115,0.163152800120249,FALSE
73,78,250,11.0237641689711,11.2001060806614,"MP_-1",3300,3900,3125,80.9,49.2,50,80.9,"Cellulose",0.717,"Comparstic Spotlight F2Ba Au 240926.csv",-3373,-1095,3573.4556875207,432.407367148818,"547",8941.31105146015,2760.94313329409,2083.603,67.74,39.611,39.611,68.277,"Polyamide (PA)",81.62,"Comparstic Raman F2Ba Au IAEA 240930.csv",3584.23009840418,434.738771568286,1,124.915280288165,0.0882499254177759,FALSE
74,79,715,16.4458018540383,17.0258997387856,"MP_-1",3250,4550,2500,60.4,52.7,50,60.4,"Protein",0.714,"Comparstic Spotlight F2Ba Au 240926.csv",-3423,-445,3574.87695470707,-218.150297130228,"379",8921.21868603849,2095.59880404538,540.797,45.903,24.734,24.734,45.87,"Polytetrafluoroethylene (PTFE)",5.27,"Comparstic Raman F2Ba Au IAEA 240930.csv",3564.13773298252,-230.605557680424,1,100.744163820536,0.16324322154616,FALSE
75,80,201,11.3057241556128,11.4330007910079,"MP_-1",3275,6250,3125,80.9,49.2,50,80.9,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",-3398,1255,3423.582272704,-1908.02541536697,"411",8788.60907425552,410.13637895976,2265.516,73.525,44.424,44.424,73.168,"Polyacrylamide/acrylate",86.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",3431.52812119955,-1916.06798276604,1,187.313203306054,0.06035732642477,FALSE
76,81,312,13.8170128655168,14.3568396383948,"MP_-1",3325,9950,1875,60.4,39.6,50,60.4,"Protein",0.754,"Comparstic Spotlight F2Ba Au 240926.csv",-3348,4955,3098.68416078529,-5586.31697782213,"78",8469.42749784285,-3262.17395253639,586.935,31.574,25.833,24.783,34.098,"Polyacrylamide/acrylate",70.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",3112.34654478688,-5588.37831426219,1,71.2720509299789,0.193862989562224,FALSE
77,82,287,13.6999745989942,13.8967589382313,"MP_-1",3300,10025,1250,50,31.8,30,50,"Protein",0.694,"Comparstic Spotlight F2Ba Au 240926.csv",-3373,5030,3117.98541763896,-5662.81137164359,"122",8462.53868684114,-3331.06206255351,784.502,41.907,25.833,25.833,41.77,"Polyacrylamide/acrylate",76,"Comparstic Raman F2Ba Au IAEA 240930.csv",3105.45773378517,-5657.26642427931,1,74.6463456452131,0.183531752031223,FALSE
78,84,618,36.6270655713443,37.2962123676116,"MP_-1",3600,7700,2500,60.4,52.7,50,60.4,"Protein",0.791,"Comparstic Spotlight F2Ba Au 240926.csv",-3073,2705,2992.33688797974,-3326.80734737308,"771",8379.87295482059,-980.255308219179,399.254,40.301,36.307,36.307,41.077,"Polytetrafluoroethylene (PTFE)",11.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",3022.79200176462,-3306.45966994498,1,141.973543210201,0.257985148099851,FALSE
79,85,555,17.8161388951968,18.5587502843639,"MP_-1",3600,7875,2500,80.9,39.3,50,80.9,"Protein",0.763,"Comparstic Spotlight F2Ba Au 240926.csv",-3073,2880,2979.32345169741,-3500.95645419572,"99",8319.02179097213,-1170.84574593322,554.309,29.931,25.513,24.067,35.429,"Polyphenylene sulphide (PPS)",16.1,"Comparstic Raman F2Ba Au IAEA 240930.csv",2961.94083791616,-3497.05010765902,1,199.295042409049,0.0893957956998729,FALSE
80,86,660,18.4788893501697,19.0591036717903,"MP_-1",3650,8950,3125,80.9,49.2,50,80.9,"Protein",0.837,"Comparstic Spotlight F2Ba Au 240926.csv",-3023,3955,2849.62688401374,-4567.01141431128,"199",8219.13403144731,-2227.13009952911,846.129,43.666,28.534,28.534,44.203,"Polyethylene terephtalate (PET)",8.91,"Comparstic Raman F2Ba Au IAEA 240930.csv",2862.05307839134,-4553.33446125491,1,113.753199462776,0.162447205330841,FALSE
81,87,85,8.26886233978763,8.79740472770806,"MP_-1",3650,3250,2500,60.4,52.7,50,60.4,"Protein",0.796,"Comparstic Spotlight F2Ba Au 240926.csv",-3023,-1745,3273.49309435267,1105.27377934044,"32",8634.18489430047,3438.91694937928,708.375,34.819,32.968,32.621,37.578,"Cellulose Acetate Butyrate (CAB)",91.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",3277.1039412445,1112.71258765348,1,200.359229840058,0.0412701842904292,FALSE
82,88,94,12.9252042093309,13.5499138351906,"MP_-1",3700,2150,3125,80.9,49.2,50,80.9,"Protein",0.832,"Comparstic Spotlight F2Ba Au 240926.csv",-2973,-2845,3305.53494903517,2203.64343259199,"675",8675.51776031075,4529.07129040026,816.634,40.6,28.125,28.125,40.187,"Cellulose Acetate Butyrate (CAB)",91.43,"Comparstic Raman F2Ba Au IAEA 240930.csv",3318.43680725478,2202.86692867446,1,136.607092620196,0.0946159087454294,FALSE
83,90,104,19.4226109282536,19.8802072745761,"MP_-1",3700,8850,2500,60.4,52.7,50,60.4,"Protein",0.784,"Comparstic Spotlight F2Ba Au 240926.csv",-2973,3855,2807.30624565432,-4463.77951433196,"132",8146.22744834585,-2144.46436750856,839.208,43.346,26.766,26.766,43.15,"Cellulose Acetate Butyrate (CAB)",91.13,"Comparstic Raman F2Ba Au IAEA 240930.csv",2789.14649528988,-4470.66872923436,1,104.963346998411,0.185041840639357,FALSE
84,92,358,25.0470251804061,25.62924527787,"MP_-1",3750,9550,3125,80.9,49.2,55,80.9,"Protein",0.811,"Comparstic Spotlight F2Ba Au 240926.csv",-2923,4555,2705.49561286136,-5156.65781697042,"616",8080.78374382958,-2813.25310225813,812.02,44.64,27.275,27.275,44.777,"Polyacrylamide/acrylate",58.22,"Comparstic Raman F2Ba Au IAEA 240930.csv",2723.70279077361,-5139.45746398393,1,289.539390432071,0.0865064513088503,FALSE
85,93,669,24.1132027367104,25.0970583740337,"MP_-1",3700,10575,3750,95.7,49.9,62.5,95.7,"Protein",0.758,"Comparstic Spotlight F2Ba Au 240926.csv",-2973,5580,2679.03094515701,-6180.39213872655,"386",8012.46970139594,-3849.44509043236,388.708,35.282,19.518,19.518,35.429,"Polyphenylene sulphide (PPS)",8.51,"Comparstic Raman F2Ba Au IAEA 240930.csv",2655.38874833997,-6175.64945215816,2,26.950102189136,0.894735113339602,TRUE
86,94,711,32.7505363287204,32.9130621731403,"MP_-1",3775,3425,4375,104.1,53.5,80,104.1,"Cellulose",0.788,"Comparstic Spotlight F2Ba Au 240926.csv",-2898,-1570,3136.0874389113,940.419984148038,"151",8460.81648409071,3261.53006608519,3238.523,117.698,39.782,39.782,118.18,"Polyvinyl Chloride (PVC)",5.51,"Comparstic Raman F2Ba Au IAEA 240930.csv",3103.73553103474,935.325704359386,1,137.281524053411,0.238564778141436,FALSE
87,95,243,26.5421421340791,27.6669434806397,"MP_-1",3825,3325,1875,60.4,39.6,30,60.4,"Cellulose",0.669,"Comparstic Spotlight F2Ba Au 240926.csv",-2848,-1670,3093.76680055188,1043.65188412736,"770",8434.40937525082,3390.69527236729,12349.526,329.486,108.098,108.098,329.899,"Polyamide (PA)",81.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",3077.32842219485,1064.49091064149,1,108.783899592552,0.243989618256857,FALSE
88,96,181,12.0869785402871,12.5594295696784,"MP_-1",3925,4600,1875,60.4,39.6,30,60.4,"Protein",0.786,"Comparstic Spotlight F2Ba Au 240926.csv",-2748,-395,2899.44084659621,-217.712501990545,"373",8250.70774853849,2097.89507437928,707.387,32.592,28.224,28.224,35.942,"Cellulose Acetate Butyrate (CAB)",87.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",2893.62679548252,-228.309287346524,1,164.888044990533,0.0733041533786216,FALSE
89,97,142,16.7959012646939,17.3257239243628,"MP_-1",3900,9950,2500,60.4,52.7,50,60.4,"Protein",0.69,"Comparstic Spotlight F2Ba Au 240926.csv",-2773,4955,2526.47995265376,-5543.55854432303,"57",7869.52687311041,-3226.58176236087,737.376,37.349,26.379,26.379,37.314,"Cellulose Acetate Butyrate (CAB)",90.12,"Comparstic Raman F2Ba Au IAEA 240930.csv",2512.44592005444,-5552.78612408667,1,253.128001186079,0.0663533911143513,FALSE
90,98,50,12.1667864095418,12.5754470732605,"MP_-1",3950,950,4375,80.9,68.9,75,80.9,"Protein",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",-2723,-4045,3145.98550236741,3416.39935977914,"634",8505.01968801837,5730.59474261558,1697.86,56.72,39.247,39.247,56.83,"Cellulose Acetate Butyrate (CAB)",92.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",3147.9387349624,3404.39038088978,1,118.606975799053,0.102580698374395,FALSE
91,99,197,19.9178799861905,20.3225655153602,"MP_-1",3975,3375,1875,60.4,39.6,30,60.4,"Protein",0.738,"Comparstic Spotlight F2Ba Au 240926.csv",-2698,-1620,2940.77801290895,1005.04937042003,"105",8302.9478986348,3350.51054152397,765.883,39.037,26.981,26.766,39.037,"Cellulose Acetate Butyrate (CAB)",86.83,"Comparstic Raman F2Ba Au IAEA 240930.csv",2945.86694557883,1024.30617979817,1,148.927200269272,0.133742391921538,FALSE
92,100,233,4.69914334520127,4.79940514778025,"MP_-1",4050,1150,3750,104.1,45.9,62.5,104.1,"Cellulose",0.686,"Comparstic Spotlight F2Ba Au 240926.csv",-2623,-3845,3031.5992284318,3224.80805842889,"738",8385.03956307188,5548.04125107021,3252.859,93.363,56.424,56.424,94.02,"Polyethylene terephtalate (PET)",83.02,"Comparstic Raman F2Ba Au IAEA 240930.csv",3027.95861001591,3221.83688934441,1,61.7463491689814,0.0761039868501555,FALSE
93,101,42,6.00638100208498,6.33300505395443,"MP_-1",4050,9750,3125,75,53.1,55,75,"Protein",0.852,"Comparstic Spotlight F2Ba Au 240926.csv",-2623,4755,2392.08178827131,-5333.37661971229,"731",7751.26895091434,-3001.54726963827,1531.271,45.852,44.62,41.077,56.424,"Cellulose Acetate Butyrate (CAB)",93.07,"Comparstic Raman F2Ba Au IAEA 240930.csv",2394.18799785837,-5327.75163136407,1,196.535714624064,0.0305612698108029,FALSE
94,103,102,20.0000132407881,20.299630360971,"MP_-1",4100,2600,3125,80.9,49.2,55,80.9,"Protein",0.913,"Comparstic Spotlight F2Ba Au 240926.csv",-2573,-2395,2874.01672585741,1785.57644083625,"273",8245.5411402872,4097.94653520976,1586.801,58.668,37.626,37.626,59.707,"Cellulose Acetate Butyrate (CAB)",91.19,"Comparstic Raman F2Ba Au IAEA 240930.csv",2888.46018723123,1771.74217348396,1,80.9135677643824,0.24717749808076,FALSE
95,104,508,5.73195774915685,6.22274508007819,"MP_-1",4100,7025,1875,60.4,39.6,50,60.4,"Protein",0.713,"Comparstic Spotlight F2Ba Au 240926.csv",-2573,2030,2544.96269414692,-2617.90811739337,"262",7905.11906328592,-296.54081629923,564.69,42.423,21.758,21.758,42.001,"Polyether sulphone (PES)",20.72,"Comparstic Raman F2Ba Au IAEA 240930.csv",2548.03811022995,-2622.74517802503,1,303.837020814222,0.018865238126007,FALSE
96,105,271,16.2158439995505,16.6138973941832,"MP_-1",4100,9550,2500,60.4,52.7,50,60.4,"Protein",0.724,"Comparstic Spotlight F2Ba Au 240926.csv",-2573,4555,2357.19739921608,-5130.63094440575,"614",7703.04727390236,-2816.12344017551,959.825,42.129,31.875,31.261,43.629,"Cellulose Acetate Butyrate (CAB)",78.95,"Comparstic Raman F2Ba Au IAEA 240930.csv",2345.96632084639,-5142.32780190131,1,173.223798266553,0.0936121027354333,FALSE
97,106,64,26.9041853401726,27.0076042790108,"MP_-1",4125,2800,1250,50,31.8,25,50,"Protein",0.747,"Comparstic Spotlight F2Ba Au 240926.csv",-2548,-2195,2834.26578341722,1588.40795250785,"484",8188.70844952308,3887.83779965753,1086.703,42.248,37.705,36.74,44.839,"Cellulose Acetate Butyrate (CAB)",92.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",2831.62749646711,1561.63343793173,1,191.176541410473,0.140729532722359,FALSE
98,107,149,20.7003274491387,21.0328584917825,"MP_-1",4200,3600,3125,80.9,49.2,55,80.9,"Protein",0.798,"Comparstic Spotlight F2Ba Au 240926.csv",-2473,-1395,2700.14045748827,797.874936868212,"241",8076.19120316178,3132.36485980308,1351.005,66.458,31.238,31.238,66.624,"Cellulose Acetate Butyrate (CAB)",89.85,"Comparstic Raman F2Ba Au IAEA 240930.csv",2719.11025010581,806.160498077276,1,238.043265377965,0.0869603574638867,FALSE
99,108,60,14.5973803016543,14.9357198889618,"MP_-1",4175,10800,3125,80.9,49.2,75,80.9,"Protein",0.901,"Comparstic Spotlight F2Ba Au 240926.csv",-2498,5805,2189.60895141827,-6368.97594901789,"491",7537.14174227779,-4053.81315014983,1372.426,60.222,34.341,34.341,60.889,"Cellulose Acetate Butyrate (CAB)",92.49,"Comparstic Raman F2Ba Au IAEA 240930.csv",2180.06078922182,-6380.01751187563,1,272.693990195306,0.053530260388942,FALSE
100,109,334,10.5277113441097,10.917940956296,"MP_-1",4200,1200,1875,60.4,39.6,30,60.4,"Protein",0.766,"Comparstic Spotlight F2Ba Au 240926.csv",-2473,-3795,2878.61044078887,3186.20554472157,"787",8233.48572103421,5502.11584439212,876.613,37.018,31.209,31.209,37.888,"Polyacrylamide/acrylate",64.71,"Comparstic Raman F2Ba Au IAEA 240930.csv",2876.40476797824,3175.91148266632,1,95.0545531830869,0.110754414087161,FALSE
101,110,247,18.5810611015835,19.0369661262245,"MP_-1",4200,9000,2500,60.4,52.7,50,60.4,"Protein",0.823,"Comparstic Spotlight F2Ba Au 240926.csv",-2473,4005,2298.58299506191,-4575.86893080183,"209",7645.64051555476,-2234.01891053082,825.037,39.611,31,31,41.441,"Polyacrylamide/acrylate",81.76,"Comparstic Raman F2Ba Au IAEA 240930.csv",2288.55956249879,-4560.22327225662,1,90.7350540350811,0.204783711203824,FALSE
102,111,791,12.0674507487535,12.6380382559742,"MP_-1",4225,8925,1875,60.4,39.6,30,60.4,"Protein",0.745,"Comparstic Spotlight F2Ba Au 240926.csv",-2448,3930,2279.28173820825,-4499.37453698037,"149",7635.88136663566,-2161.11232742937,495.154,35.358,20.289,20.27,35.592,"Polyethylene (PE)",0.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",2278.80041357969,-4487.31668915517,1,61.5519829760669,0.196052997243738,FALSE
103,113,187,5.46024724492442,5.90951103003003,"MP_-1",4250,3275,3750,80.9,59,50,80.9,"Protein",0.83,"Comparstic Spotlight F2Ba Au 240926.csv",-2423,-1720,2674.55138006328,1125.01283133378,"18",8026.24732339936,3452.12050379923,1277.185,56.95,31.175,31.175,57.737,"Cellulose Acetate Butyrate (CAB)",87.24,"Comparstic Raman F2Ba Au IAEA 240930.csv",2669.16637034339,1125.91614207343,1,192.701670812843,0.0283352356100095,FALSE
104,114,755,34.1488463011143,35.1804728602281,"MP_-1",4275,9650,4375,131.1,42.5,72.5,131.1,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-2398,4655,2175.61204308925,-5217.13128345064,"654",7550.91936428121,-2862.0488468536,627.8,30.043,28.537,28.501,36.533,"Polyvinyl Chloride (PVC)",2.85,"Comparstic Raman F2Ba Au IAEA 240930.csv",2193.83841122524,-5188.2532085794,2,42.9753876490972,0.794614037689354,TRUE
105,115,77,7.41880543224218,7.584054547736,"MP_7",4300,8325,3125,80.9,49.2,55,80.9,"PET",0.733,"Comparstic Spotlight F2Ba Au 240926.csv",-2373,3330,2249.26390253799,-3896.71469803888,"368",7610.04832537924,-1564.0820406143,4543.72,87.373,73.131,73.131,88.111,"Polyethylene terephtalate (PET)",91.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",2252.96737232327,-3890.2864023401,1,219.060077219049,0.0338665334479169,FALSE
106,116,11,21.8666558735887,22.2738285725115,"MP_-1",4300,1200,1875,60.4,39.6,50,60.4,"Protein",0.779,"Comparstic Spotlight F2Ba Au 240926.csv",-2373,-3795,2779.09666546165,3193.64179402576,"790",8141.63490767804,5498.67143889127,816.139,33.286,31.662,31.131,39.611,"Cellulose Acetate Butyrate (CAB)",95.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",2784.55395462207,3172.46707716547,1,98.9102156315604,0.221075808337551,FALSE
107,117,101,15.9846194296934,16.1724097248546,"MP_-1",4300,1550,1250,50,31.8,25,50,"Protein",0.703,"Comparstic Spotlight F2Ba Au 240926.csv",-2373,-3445,2753.06979289698,2845.34358038048,"198",8126.13508292419,5171.45291630993,801.145,44.133,23.772,23.772,43.901,"Polyacrylamide/acrylate",91.2,"Comparstic Raman F2Ba Au IAEA 240930.csv",2769.05412986822,2845.24855458413,1,243.527605592134,0.0656378129733055,FALSE
108,118,594,17.07100252424,17.4298958705293,"MP_-1",4350,6375,3750,80.9,59,55,80.9,"Protein",0.814,"Comparstic Spotlight F2Ba Au 240926.csv",-2323,1380,2344.51387630611,-1952.47795450594,"455",7712.80642282145,386.599608037243,1512.157,64.948,36.939,36.939,65.268,"Polyvinyl Chloride (PVC)",13.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",2355.72546976548,-1939.60475368856,1,290.662552591531,0.0587313445507028,FALSE
109,119,63,3.27757404160816,3.65444530866553,"MP_-1",4350,5450,5000,104.1,61.2,80,104.1,"Protein",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-2323,455,2413.29918236989,-1031.97553272913,"315",7773.65758666991,1294.20045751284,2415.793,65.173,55.075,54.427,67.895,"Cellulose Acetate Butyrate (CAB)",92.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",2416.57663361394,-1032.00390421296,1,362.603659281412,0.00903899880134545,FALSE
110,120,279,6.85613112993504,7.38192134914851,"MP_-1",4375,1775,1875,60.4,39.6,30,60.4,"Protein",0.707,"Comparstic Spotlight F2Ba Au 240926.csv",-2298,-3220,2661.70290046713,2627.01477287237,"350",8015.91410689679,4946.9924911708,573.588,34.484,22.166,22.166,34.444,"Polyacrylamide/acrylate",77.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",2658.83315384082,2620.788129445,1,243.208285085315,0.0281903682990486,FALSE
111,121,301,14.7720152748748,15.3838301189618,"MP_-1",4375,7575,1875,60.4,39.6,30,60.4,"Protein",0.701,"Comparstic Spotlight F2Ba Au 240926.csv",-2298,2580,2230.40044082401,-3144.78419610657,"651",7589.95595995758,-804.016560092037,429.408,37.432,19.115,19.115,36.939,"Polyacrylamide/acrylate",72.75,"Comparstic Raman F2Ba Au IAEA 240930.csv",2232.87500690161,-3130.22092181784,1,167.906732437347,0.0879775042992207,FALSE
112,122,186,3.02899786838325,3.58833937700086,"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-2273,5655,1976.8573308883,-6202.97372509263,"401",7331.05147980989,-3875.85219927226,995.746,42.108,33.686,33.562,42.622,"Polyacrylamide/acrylate",87.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",1973.97052675392,-6202.05656099806,1,83.2166326424285,0.0363989478088891,FALSE
113,123,767,21.8639188530041,22.0960991120485,"MP_-1",4425,3200,1250,50,31.8,25,50,"Cellulose",0.666,"Comparstic Spotlight F2Ba Au 240926.csv",-2248,-1795,2505.97946021878,1212.66159911154,"755",7871.82314344431,3558.89707432577,683.824,54.294,22.516,22.516,52.814,"Polycarbonate (PC)",1.97,"Comparstic Raman F2Ba Au IAEA 240930.csv",2514.74219038834,1232.69271259997,1,184.810015834547,0.118304837290734,FALSE
114,124,371,16.2150177943336,16.9494081167341,"MP_-1",4500,7950,2500,60.4,52.7,50,60.4,"Protein",0.735,"Comparstic Spotlight F2Ba Au 240926.csv",-2173,2955,2078.12228677426,-3508.66554195341,"104",7447.58719925552,-1171.99388110017,450.994,27.716,25.998,25.622,29.633,"Polyacrylamide/acrylate",54.6,"Comparstic Raman F2Ba Au IAEA 240930.csv",2090.50624619955,-3498.19824282597,1,187.178240311997,0.0866287543215795,FALSE
115,125,232,17.7240953039539,17.9520071525534,"MP_-1",4550,7250,1250,50,31.8,50,50,"Protein",0.674,"Comparstic Spotlight F2Ba Au 240926.csv",-2123,2255,2080.41914423999,-2808.35099001076,"437",7455.05007784071,-479.668375428082,696.182,47.314,19.763,19.763,47.088,"Polyacrylamide/acrylate",83.08,"Comparstic Raman F2Ba Au IAEA 240930.csv",2097.96912478474,-2805.87273715389,1,181.841705910794,0.0974699132697802,FALSE
