Particle Name;Material;HQI;RamanSignal;FluorescenceSignal;Area [µm²];Aspect Ratio;CE Diameter [µm];Circularity;Convex Area [µm²];Convex Perimeter [µm];Convexity;Feret Max [µm];Feret Min [µm];Focus Z Position [µm];Length [µm];Num Pixels;Perimeter [µm];SE Volume [µm³];Solidity;Width [µm];Visual Center Point X [µm];Visual Center Point Y [µm];Visual Center Point Z [µm]
589;Polyether sulphone (PES)   ;12.43;1.15837019442234;115.925501723711;453.795;0.947;24.037;0.785;495.813;83.307;0.866;30.039;23.239;-0.180;25.531;1377.000;96.179;7271.999;0.915;24.165;9959.13287696314;3761.54293129281;-13.2399997711182
200;Polyphenylene sulphide (PPS)   ;12.39;0.0162349015714016;66.4172589094965;592.702;0.790;27.471;0.716;657.130;94.805;0.787;32.722;25.811;-0.180;32.725;1798.500;120.510;10854.718;0.902;25.864;6731.72492266092;5168.00851080908;-13.2399997711182
562;Polycarbonate (PC)  ;12.34;0;50.8862819109142;329.883;0.550;20.494;0.609;456.102;84.547;0.799;32.091;17.181;-0.180;31.299;1001.000;105.806;4507.171;0.723;17.216;10179.5748290179;-2727.14296473673;-13.2399997711182
108;Polyphenylene sulphide (PPS)   ;12.28;0.0146025793162492;54.1307993420967;587.924;0.873;27.360;0.680;692.886;96.744;0.765;33.973;26.443;45.900;32.068;1784.000;126.472;10723.712;0.849;28.009;6500.37568652008;-3299.48834546233;-13.2399997711182
394;Polycarbonate (PC) ;12.27;225.742504948266;12667.6226471193;882.050;0.901;33.512;0.847;930.000;109.416;0.880;36.166;32.540;18.250;36.128;2676.500;124.315;19706.239;0.948;32.555;7375.25468373755;6206.49676931721;-13.2399997711182
524;Polylactic acid (PLA);12.21;0;5.45256729739601;1003.161;0.326;35.739;0.693;1101.698;146.711;0.905;63.147;21.241;73.540;65.255;3044.000;162.064;23901.208;0.911;21.241;8306.39230413566;4707.03224127783;-13.2399997711182
117;Polyether sulphone (PES);12.19;0.051605960958445;40.0066792792353;489.552;0.808;24.966;0.683;554.803;87.656;0.763;30.498;24.133;-0.180;30.048;1485.500;114.851;8148.203;0.882;24.281;8761.05383024867;4298.29612184289;-13.2399997711182
421;Polystyrene (PS)  ;12.14;0;8.39303445688202;2048.505;0.550;51.071;0.531;2676.634;208.036;0.689;82.092;45.085;55.100;81.911;6216.000;302.083;69746.012;0.765;45.085;886.568787708019;1189.72015732021;-13.2399997711182
604;Polycarbonate (PC) ;12.11;0;67.9532528792885;1865.273;0.171;48.733;0.191;6957.865;504.592;0.629;238.040;41.017;9.030;239.682;5660.000;802.211;60600.683;0.268;41.017;7045.73989082231;3735.13582245291;-13.2399997711182
525;Polyether sulphone (PES)   ;11.88;0.00757351381849028;97.8204192910693;349.986;0.756;21.110;0.861;370.253;71.629;0.930;25.007;18.544;36.680;24.524;1062.000;77.054;4925.379;0.945;18.544;8095.13543341648;5946.44415400257;-13.2399997711182
289;Polyether sulphone (PES);11.82;15.3963445504933;592.514825406726;398.925;0.858;22.537;0.631;502.240;86.801;0.774;29.046;24.538;9.030;28.587;1210.500;112.195;5993.770;0.794;24.538;9232.93738386597;-1411.38006340968;-13.2399997711182
705;Polytetrafluoroethylene (PTFE);11.78;0;4.38580672031433;744.626;0.038;30.791;0.181;1916.354;503.241;0.943;247.616;9.549;55.100;249.305;2259.500;533.788;15285.209;0.389;9.549;7221.97863894945;5639.31799684289;-13.2399997711182
505;Polyether sulphone (PES)   ;11.75;0.0420680723624958;74.0342940261473;445.392;0.547;23.814;0.718;519.212;88.081;0.846;35.018;18.787;9.030;34.375;1351.500;104.158;7070.937;0.858;18.787;2720.14064933045;4739.75409353596;-13.2399997711182
389;Polyphenylene sulphide (PPS)   ;11.73;0;19.2419021647354;443.744;0.919;23.770;0.524;577.213;89.264;0.626;33.375;23.346;36.680;29.046;1346.500;142.488;7031.734;0.769;26.686;4888.96797970288;-3848.87102284889;-13.2399997711182
282;Polyether sulphone (PES)   ;11.73;0;40.3319431949237;424.465;0.710;23.247;0.795;458.574;81.945;0.892;32.148;19.821;-9.400;28.980;1288.000;91.865;6578.497;0.926;20.578;11169.8414105141;562.838356164383;-13.2399997711182
76;Polyvinyl Chloride (PVC);11.69;0.304199505107972;92.2786577649155;631.425;0.882;28.354;0.801;699.807;96.205;0.865;32.302;26.979;9.030;30.850;1916.000;111.268;11935.651;0.902;27.197;1460.06230360057;-1140.42016400899;-13.2399997711182
236;Polycarbonate (PC) ;11.53;3.85725231017248;326.660816264216;661.744;0.925;29.027;0.843;698.159;95.101;0.879;32.162;28.129;45.900;30.426;2008.000;108.217;12805.556;0.948;28.129;6627.81869005176;5093.37972495719;-13.2399997711182
771;Polytetrafluoroethylene (PTFE)    ;11.39;0;14.1998898299066;399.254;0.901;22.547;0.301;1140.585;124.446;0.529;41.077;36.307;18.250;40.301;1211.500;235.304;6001.199;0.350;36.307;8379.87295482059;-980.255308219179;-13.2399997711182
341;TEST;11.36;29.506185577638;1539.79889071467;4635.171;0.986;76.822;0.711;4919.246;251.645;0.742;83.951;75.908;36.680;79.795;14065.000;339.265;237390.031;0.942;78.647;5178.87210935827;3017.55134310788;-13.2399997711182
405;Polyvinyl Chloride (PVC);11.22;0.396886953399904;78.4333527184044;367.452;0.313;21.630;0.604;462.858;99.192;0.881;43.901;13.579;18.250;43.453;1115.000;112.531;5298.649;0.794;13.579;9898.28171311468;4890.15980040668;-13.2399997711182
203;Polycarbonate (PC) ;11.17;22.0905673356862;1248.42321695527;14861.713;0.181;137.559;0.371;21503.042;830.288;0.712;394.384;71.390;45.900;394.132;45096.500;1165.957;1362909.840;0.691;71.390;10788.0864675025;2145.54268380779;-13.2399997711182
22;Polyether sulphone (PES)   ;10.97;0;8.07969761661806;339.605;0.568;20.794;0.538;491.694;93.784;0.773;35.592;20.321;36.680;35.758;1030.500;121.380;4707.874;0.691;20.321;9623.87740821314;-3159.98992267765;-13.2399997711182
668;Polyether sulphone (PES);10.96;0.00814798881796666;14.1457362238907;357.236;0.601;21.327;0.444;495.319;84.602;0.561;31.000;18.584;-9.400;30.909;1084.000;150.861;5079.217;0.721;18.584;174.724984197747;4539.9785744863;-13.2399997711182
274;Polyether sulphone (PES);10.95;43.1601715496973;1192.89952197855;802.463;0.810;31.964;0.886;831.628;106.006;0.936;38.969;29.051;9.030;36.190;2435.000;113.285;17100.205;0.965;29.324;2598.43832163353;-1387.26922490368;-13.2399997711182
355;Polycarbonate (PC) ;10.80;0.0146268992897013;20.3341036021869;738.859;0.716;30.672;0.839;781.042;106.590;0.928;41.077;26.966;55.100;39.098;2242.000;114.909;15107.976;0.946;28.002;9797.81988600638;3022.14388377569;-13.2399997711182
218;Polyacrylamide/acrylate    ;10.76;8.58111195909434;436.987964169909;529.593;0.533;25.967;0.428;841.845;116.632;0.611;45.780;24.246;-0.180;45.493;1607.000;190.815;9168.044;0.629;24.246;8959.1071465479;-2243.77805944991;-13.2399997711182
171;Polyether sulphone (PES)   ;10.72;0.0111217140831832;35.297288337278;535.030;0.643;26.100;0.413;769.343;106.303;0.536;40.185;25.833;-0.180;40.185;1623.500;198.401;9309.606;0.695;25.833;9847.76376576879;677.077805276113;-13.2399997711182
412;Polyether sulphone (PES)   ;10.69;0;22.2660717797982;418.368;0.926;23.080;0.851;442.755;76.292;0.895;25.979;22.309;9.030;24.100;1269.500;85.231;6437.273;0.945;22.309;8422.92802358129;3981.41081576413;-13.2399997711182
111;Polycarbonate (PC) ;10.56;0.263300100536193;134.570346822048;349.821;0.966;21.105;0.899;364.486;68.572;0.930;22.336;21.046;9.030;21.793;1061.500;73.749;4921.901;0.960;21.046;9556.71150094645;1516.36461231807;-13.2399997711182
46;Polycarbonate (PC) ;10.52;24.0826268745811;1693.64660677258;716.614;0.883;30.206;0.741;850.413;111.377;0.870;41.590;30.283;18.250;35.581;2174.500;128.038;14430.853;0.843;31.406;6733.44712541135;5394.19113869863;-13.2399997711182
403;Polyether sulphone (PES)   ;10.32;2.91036443224541;225.760099354762;392.663;0.572;22.360;0.365;643.289;100.673;0.524;38.766;22.129;-0.180;38.714;1191.500;192.218;5853.208;0.610;22.129;7251.25608570672;-3886.18541577483;-13.2399997711182
671;Polycarbonate (PC) ;10.23;0;10.0955513757291;1451.519;0.629;42.990;0.797;1544.618;146.673;0.866;56.259;34.825;64.320;55.399;4404.500;169.453;41600.427;0.940;34.825;9871.87460427479;-2903.38171286387;-13.2399997711182
300;Polycarbonate (PC) ;10.22;0;43.3332829206942;412.766;0.733;22.925;0.791;441.272;78.430;0.861;28.497;20.282;9.030;27.981;1252.500;91.053;6308.404;0.935;20.497;11376.5057405655;3074.95810145548;-13.2399997711182
650;Polyether sulphone (PES)   ;10.10;0;12.0805115891526;317.195;0.566;20.096;0.697;381.788;76.553;0.845;30.039;16.884;45.900;29.807;962.500;90.577;4249.658;0.831;16.884;5542.25688969859;5713.3727151113;-13.2399997711182
250;Polyphenylene sulphide (PPS)   ;10.09;16.1246406616538;930.324555097892;720.404;0.732;30.286;0.494;1079.782;128.870;0.668;51.624;30.601;18.250;44.621;2186.000;192.799;14545.482;0.667;32.662;7273.07065387881;3116.86503504923;-13.2399997711182
326;Polyether sulphone (PES)   ;9.94;0.186527282878477;75.1759268221203;4155.012;0.452;72.735;0.621;4684.440;279.788;0.760;120.554;54.118;73.540;119.728;12608.000;367.935;201475.467;0.887;54.118;4213.29043395159;2126.59845355308;-13.2399997711182
232;Polyphenylene sulphide (PPS)   ;9.91;0;24.8742552033698;442.096;0.871;23.725;0.715;538.161;86.951;0.834;28.703;24.636;27.470;28.415;1341.500;104.240;6992.603;0.821;24.762;10752.494277327;-263.24489645762;-13.2399997711182
81;Polyethylene terephtalate (PET)   ;9.77;4.24364894836262;407.507367499712;625.328;0.981;28.217;0.879;657.459;93.591;0.929;31.064;28.162;27.470;28.696;1897.500;100.795;11763.202;0.951;28.162;5270.14885513096;-68.6359856592462;-13.2399997711182
489;Polycarbonate (PC)  ;9.72;0;24.1823005164916;328.400;0.356;20.448;0.683;386.072;86.902;0.924;38.510;13.476;-9.400;37.860;996.500;94.022;4476.812;0.851;13.476;1056.49279241692;-1635.26642096532;-13.2399997711182
527;Polyethylene naphtalate (PEN)   ;9.66;0.0049975806842221;14.4720853544752;531.570;0.518;26.016;0.650;628.294;98.799;0.786;39.781;20.608;45.900;39.754;1613.000;125.718;9219.437;0.846;20.608;4865.43120878036;5935.53686991652;-13.2399997711182
736;Polyether sulphone (PES);9.60;0.482543536229683;182.974994158297;336.804;0.947;20.708;0.610;431.880;81.356;0.763;30.294;20.590;27.470;25.272;1022.000;106.594;4649.746;0.780;23.933;6831.03861460227;2585.27845275043;-13.2399997711182
482;Polyether sulphone (PES);9.59;0.0367217281229055;71.8820882802355;340.594;0.680;20.824;0.620;427.596;77.729;0.736;28.009;18.842;27.470;27.717;1033.500;105.585;4728.448;0.797;18.842;7557.80817528292;6025.09141293878;-13.2399997711182
717;Polyether sulphone (PES)   ;9.55;1.94627605366643;162.177535969834;537.502;0.608;26.160;0.801;575.565;92.142;0.898;35.429;21.527;9.030;35.383;1631.000;102.558;9374.191;0.934;21.527;4624.8968913039;4460.18318038313;-13.2399997711182
546;Polyethylene (PE);9.42;0.464178704064909;223.434078022238;387.555;0.721;22.214;0.829;419.522;75.585;0.897;27.412;19.652;27.470;27.271;1176.000;84.222;5739.365;0.924;19.652;8362.65092731631;-2677.77315255779;-13.2399997711182
173;Polyether sulphone (PES);9.41;0.00406286735636939;24.0385975773788;620.385;0.910;28.105;0.813;687.449;95.972;0.883;32.987;27.700;27.470;30.428;1882.500;108.635;11623.993;0.902;27.700;6446.41333367334;2328.09617535317;-13.2399997711182
75;Polyphenylene sulphide (PPS)   ;9.36;37.6324431800331;2760.16614522244;516.905;0.766;25.654;0.833;546.400;85.919;0.888;29.590;22.632;-0.180;29.543;1568.500;96.712;8840.558;0.946;22.632;4285.62294946957;2438.31715138057;-13.2399997711182
92;Polyurethane (PU)   ;9.33;0;36.6528474127639;316.042;0.609;20.060;0.586;443.909;81.927;0.762;30.861;18.802;-0.180;30.848;959.000;107.463;4226.499;0.712;18.802;9826.52326518018;1517.51274748502;-13.2399997711182
159;Polyacrylamide/acrylate;9.25;1.21503761434683;211.397110517159;434.187;0.532;23.512;0.549;564.855;95.414;0.709;39.393;20.166;27.470;37.901;1317.500;134.648;6805.794;0.769;20.166;5860.29033094431;6697.32455318921;-13.2399997711182
729;Polyethylene naphtalate (PEN)   ;9.25;23.7283255651234;516.685780461288;572.105;0.332;26.989;0.604;691.898;119.928;0.854;53.176;17.651;18.250;53.217;1736.000;140.494;10293.841;0.827;17.651;6067.52872857916;2578.38964174872;-13.2399997711182
653;Polyphenylene sulphide (PPS)   ;9.24;;;558.429;0.886;26.665;0.904;576.719;86.996;0.939;29.267;25.167;18.250;28.415;1694.500;92.677;9926.936;0.968;25.167;10036.0579331489;4554.90433165668;-13.2399997711182
382;Polyethylene naphtalate (PEN)   ;9.23;4.7941555401595;173.770483390256;356.907;0.553;21.317;0.451;552.332;89.736;0.604;35.316;19.641;-0.180;35.532;1083.000;148.484;5072.191;0.646;19.641;8701.92486915064;-409.632130244006;-13.2399997711182
466;Polyphenylene sulphide (PPS)   ;9.18;0.345303410179813;160.733963994494;363.662;0.620;21.518;0.711;440.778;80.927;0.851;29.277;17.474;18.250;28.366;1103.500;95.055;5216.886;0.825;17.592;4226.49398837154;3920.55965191567;-13.2399997711182
229;Polyether sulphone (PES);9.17;0.488936437039209;76.6137511634315;598.469;0.640;27.604;0.881;622.527;92.679;0.941;35.172;22.659;18.250;35.383;1816.000;98.475;11013.533;0.961;22.659;1557.07972520802;4166.83464522688;-13.2399997711182
477;Polyphenylene sulphide (PPS)   ;9.13;28.1069404663413;1800.9417396525;928.352;0.938;34.380;0.890;964.274;112.478;0.926;40.516;32.023;27.470;35.835;2817.000;121.404;21278.115;0.963;33.620;5486.57233410142;6030.25802119007;-13.2399997711182
580;Polyether sulphone (PES)   ;9.12;0;7.99836557096834;477.688;0.493;24.662;0.538;597.151;106.229;0.737;42.622;20.686;55.100;42.693;1449.500;144.112;7853.807;0.800;21.033;8600.88897445886;1863.10143273759;-13.2399997711182
245;Polyethylene terephtalate (PET)   ;9.10;0;19.8157854463715;1980.288;0.657;50.213;0.858;2040.266;166.475;0.906;62.413;41.054;45.900;62.517;6009.000;183.811;66291.245;0.971;41.054;3747.14755616906;1371.69958128211;-13.2399997711182
287;Polyether sulphone (PES)   ;9.09;0.269175511582607;44.0450228980016;484.444;0.400;24.836;0.611;633.402;111.556;0.873;48.222;18.679;-9.400;47.441;1470.000;127.736;8021.007;0.765;18.956;5530.77553802907;-2370.07292781464;-13.2399997711182
666;Polycarbonate (PC) ;9.08;20.4363629952193;1148.73553319527;1056.054;0.881;36.669;0.863;1095.930;118.708;0.889;39.611;34.741;18.250;39.520;3204.500;133.500;25816.258;0.964;34.828;7034.83260673626;-2881.56714469178;-13.2399997711182
733;Polyacrylamide/acrylate;9.05;0.00635397657951785;38.476788927339;689.426;0.622;29.628;0.866;713.648;101.947;0.949;39.403;23.018;36.680;37.098;2092.000;107.429;13617.438;0.966;23.087;2187.4059318647;-3000.39913447132;-13.2399997711182
199;Polyethylene terephtalate (PET)   ;8.91;0;62.1590141112299;846.129;0.653;32.823;0.528;1011.894;118.763;0.608;44.203;28.534;-9.400;43.666;2567.500;195.350;18514.780;0.836;28.534;8219.13403144731;-2227.13009952911;-13.2399997711182
202;Polyether sulphone (PES);8.83;2.91359745465399;540.59838449923;699.148;0.594;29.836;0.852;733.586;101.385;0.922;39.542;23.530;27.470;39.630;2121.500;109.980;13906.487;0.953;23.530;5697.8292048206;5156.52715913955;-13.2399997711182
220;Polyphenylene sulphide (PPS)   ;8.77;0;10.8176606615491;328.400;0.872;20.448;0.911;341.912;66.711;0.946;22.510;19.518;-0.180;22.389;996.500;70.502;4476.812;0.960;19.518;8207.65267977779;4189.22328098245;-13.2399997711182
740;Polytetrafluoroethylene (PTFE)    ;8.75;0;19.1981495711503;323.786;0.391;20.304;0.714;373.549;83.494;0.934;35.226;13.614;-9.400;34.807;982.500;89.348;4382.801;0.867;13.614;8329.3550074747;5568.13361649187;-13.2399997711182
426;Polyphenylene sulphide (PPS)   ;8.73;0;75.4152703783787;619.066;0.930;28.075;0.870;656.141;93.394;0.921;31.662;27.470;-0.180;29.524;1878.500;101.386;11586.964;0.943;27.470;6024.47365981846;4856.86388056507;-13.2399997711182
112;Polytetrafluoroethylene (PTFE)    ;8.68;0;14.8887782365323;730.291;0.879;30.493;0.564;930.165;116.285;0.685;41.847;30.122;36.680;36.652;2216.000;169.789;14845.933;0.785;32.208;5116.87281034286;3341.89952777183;-13.2399997711182
194;Polyphenylene sulphide (PPS)   ;8.63;20.6154595341823;1045.91958078175;320.820;0.873;20.211;0.374;547.389;87.375;0.515;31.064;24.683;18.250;28.487;973.500;169.731;4322.717;0.586;24.876;9864.98579327307;1436.5692182149;-13.2399997711182
205;Polyacrylamide/acrylate    ;8.61;3.6867414786413;380.835521217326;450.829;0.532;23.959;0.468;614.782;98.746;0.615;37.888;20.695;-0.180;39.630;1368.000;160.685;7200.821;0.733;21.081;8904.57072611768;-3492.94912109375;-13.2399997711182
20;Polyphenylene sulphide (PPS)   ;8.60;0.137347387564406;77.4614020544466;708.375;0.850;30.032;0.806;774.780;103.471;0.884;36.128;29.137;18.250;34.444;2149.500;117.066;14182.704;0.914;29.277;249.927837633106;1590.41933058647;-13.2399997711182
386;Polyphenylene sulphide (PPS)   ;8.51;0.647570326245183;93.8701706137159;388.708;0.553;22.247;0.628;468.131;88.868;0.799;35.429;19.518;-9.400;35.282;1179.500;111.210;5765.006;0.830;19.518;8012.46970139594;-3849.44509043236;-13.2399997711182
439;Polycarbonate (PC) ;8.49;0.153486931931237;85.933456645894;1081.265;0.819;37.104;0.902;1113.067;119.995;0.929;41.405;33.555;-9.400;41.027;3281.000;129.162;26746.208;0.971;33.584;6294.85949163567;3942.37422008776;-13.2399997711182
54;Polystyrene (PS);8.48;7.57900223719211;749.951362466684;597.151;0.907;27.574;0.809;633.237;90.841;0.848;31.574;26.407;-9.400;29.634;1812.000;107.069;10977.164;0.943;26.877;10121.0199355034;-1092.198486997;-13.2399997711182
443;Polyphenylene sulphide (PPS)   ;8.34;0;33.2336221239842;345.372;0.787;20.970;0.749;399.749;78.531;0.893;29.524;19.484;-9.400;26.706;1048.000;87.945;4828.306;0.864;21.009;9471.17543100852;-1588.76694670377;-13.2399997711182
130;Polycarbonate (PC) ;8.32;0.253028890083047;120.384317433866;314.229;0.559;20.002;0.743;346.361;73.170;0.865;28.553;15.884;18.250;28.500;953.500;84.558;4190.192;0.907;15.922;8390.20617132316;-110.542919252996;-13.2399997711182
615;Polyethylene terephtalate (PET)   ;8.25;0.00855719435950067;65.4778358929918;496.967;0.540;25.155;0.856;522.837;88.088;0.954;35.316;19.079;45.900;35.316;1508.000;92.340;8334.027;0.951;19.079;10096.3350294139;-736.276585241866;-13.2399997711182
534;Polyphenylene sulphide (PPS)   ;8.13;6.81707579584608;459.030843126231;362.674;0.628;21.489;0.793;394.970;75.687;0.889;28.821;17.592;18.250;28.209;1100.500;85.115;5195.627;0.918;17.729;9503.32321568318;3823.54223030822;-13.2399997711182
660;Polycarbonate (PC) ;8.12;0;3.28008388897689;550.519;0.833;26.475;0.709;648.891;94.704;0.807;33.870;26.105;73.540;31.338;1670.500;117.345;9716.785;0.848;26.105;3139.78405285142;-2867.78952268836;-13.2399997711182
208;Polycarbonate (PC) ;8.09;0;8.1371664093263;1201.717;0.395;39.116;0.447;2039.937;201.237;0.731;86.684;34.178;73.540;86.589;3646.500;275.177;31337.706;0.589;34.178;9598.04436695672;1422.217528628;-13.2399997711182
522;Polyphenylene sulphide (PPS)   ;7.99;1.39735187602107;98.1553143048734;925.222;0.946;34.322;0.765;1033.974;119.242;0.846;42.298;33.370;9.030;37.455;2807.500;140.865;21170.568;0.895;35.425;3487.09494085442;3829.85697372646;-13.2399997711182
311;Polyphenylene sulphide (PPS)   ;7.96;0.24427298374534;48.7698039241515;334.332;0.677;20.632;0.725;381.788;77.596;0.868;29.852;18.370;-9.400;27.891;1014.500;89.348;4598.656;0.876;18.895;4732.8215969974;-2378.68394156678;-13.2399997711182
140;Polycarbonate (PC) ;7.80;0.00388534586806719;34.0557774398026;405.021;0.956;22.709;0.907;421.005;73.618;0.936;25.234;22.022;9.030;23.363;1229.000;78.678;6131.697;0.962;22.336;9153.71605734628;2379.76225786601;-13.2399997711182
438;Polyacrylamide/acrylate    ;7.79;15.4136056363103;374.76153519454;34294.335;0.759;208.961;0.481;46328.809;863.018;0.632;317.841;221.603;73.540;291.910;104063.000;1364.738;4777463.573;0.740;221.603;1252.24983838225;4773.05001337757;-13.2399997711182
66;Polycarbonate (PC)  ;7.78;65.038282297252;2997.91712121222;2465.885;0.979;56.033;0.806;2577.109;181.263;0.830;59.870;54.793;-0.180;57.642;7482.500;218.476;92113.431;0.957;56.424;10170.3897476823;2432.00240796233;-13.2399997711182
292;Polyether sulphone (PES);7.76;0;15.7918022298941;408.811;0.704;22.815;0.614;504.382;90.201;0.772;35.983;20.681;-9.400;32.393;1240.500;116.788;6217.961;0.811;22.813;8398.24311749183;5010.71399293664;-13.2399997711182
264;Polyethylene (PE)  ;7.74;0.306708655472415;105.034355265845;326.588;0.837;20.392;0.841;346.361;68.076;0.894;23.138;19.334;-9.400;23.110;991.000;76.185;4439.799;0.943;19.334;5929.75250854491;4117.46483304794;-13.2399997711182
603;Polyvinyl Chloride (PVC);7.60;0;32.8305817264015;814.492;0.678;32.203;0.718;921.432;116.771;0.829;45.464;28.752;18.250;43.569;2471.500;140.865;17486.134;0.884;29.548;3555.40898328807;-4270.81069670377;-13.2399997711182
786;Polycarbonate (PC)  ;7.47;0.0540127178938715;68.3146535346719;358.225;0.862;21.357;0.857;379.646;71.347;0.911;24.201;20.132;36.680;23.544;1087.000;78.284;5100.317;0.944;20.296;9945.92932254319;-989.440389554795;-13.2399997711182
486;Polyphenylene sulphide (PPS)   ;7.40;77.1455133760263;3247.19675001702;334.497;0.560;20.637;0.699;387.225;77.043;0.831;30.038;17.049;18.250;30.445;1015.000;92.734;4602.056;0.864;17.049;5484.85013135099;2855.66428456764;-13.2399997711182
558;Polyvinyl Chloride (PVC);7.39;6.82529161059505;279.32676966772;442.755;0.798;23.743;0.854;472.580;79.949;0.915;28.129;22.273;9.030;27.955;1343.500;87.330;7008.247;0.937;22.315;6821.27946568318;1105.33222254923;-13.2399997711182
134;Polyvinyl Chloride (PVC);7.34;0;60.9183561923357;632.249;0.556;28.373;0.607;726.995;105.995;0.722;41.907;23.065;-9.400;41.458;1918.500;146.768;11959.020;0.870;23.065;9153.71605734628;-1208.73420644264;-13.2399997711182
741;Polyphenylene sulphide (PPS)   ;7.25;0.0110636856856359;31.1090112231053;795.707;0.923;31.830;0.792;888.147;110.006;0.872;38.463;30.662;55.100;33.229;2414.500;126.217;16884.713;0.896;30.662;1895.2055318754;-1938.37410504067;-13.2399997711182
224;Polyphenylene sulphide (PPS)   ;7.23;0.995377773254231;162.291626651549;633.567;0.972;28.402;0.924;651.033;91.313;0.945;29.796;28.009;-0.180;28.821;1922.500;96.597;11996.440;0.973;28.009;7911.43380670416;2244.85637574914;-13.2399997711182
783;Polyphenylene sulphide (PPS)   ;7.22;97.6141818867292;8082.9140007285;858.487;0.746;33.061;0.883;897.045;109.454;0.931;38.696;28.666;27.470;38.463;2605.000;117.599;18921.888;0.957;28.703;10126.1865437547;4388.42473244863;-13.2399997711182
162;Polyphenylene sulphide (PPS)   ;7.13;0;42.3975550674561;776.758;0.694;31.448;0.733;907.426;117.729;0.873;43.901;29.540;27.470;42.555;2357.000;134.869;16285.168;0.856;29.540;4572.65674120759;2342.44786494007;-13.2399997711182
196;Polyethylene naphtalate (PEN)   ;7.05;0.490697109028098;72.916200653158;381.294;0.616;22.034;0.476;530.746;87.600;0.602;33.754;20.856;9.030;33.869;1157.000;145.399;5600.837;0.718;20.856;3179.96878369475;4223.66733599101;-13.2399997711182
189;Polyacrylamide/acrylate    ;7.05;5.24536198265751;227.076814298655;402.714;0.699;22.644;0.504;587.429;93.198;0.660;33.766;23.373;9.030;33.435;1222.000;141.282;6079.385;0.686;23.373;10521.1450411862;-198.375259524829;-13.2399997711182
452;Polyphenylene sulphide (PPS)   ;6.94;6.97336964952402;287.927014798325;321.480;0.760;20.232;0.393;602.424;93.413;0.577;32.727;22.733;18.250;29.900;975.500;161.810;4336.045;0.534;22.733;6384.9881022414;2886.08986649187;-13.2399997711182
529;Polyphenylene sulphide (PPS)   ;6.78;1.89148082170665;68.1742825341928;415.238;0.657;22.993;0.600;508.996;86.485;0.718;32.605;20.901;-9.400;31.818;1260.000;120.453;6365.151;0.816;20.901;10910.3628627829;-4110.64584091396;-13.2399997711182
451;Polyphenylene sulphide (PPS)   ;6.68;3.724581925543;405.291502638093;788.457;1.000;31.684;0.891;818.282;102.436;0.917;34.504;30.631;55.100;32.148;2392.500;111.719;16654.469;0.964;32.148;10239.8519252829;2884.36766374144;-13.2399997711182
428;Polycarbonate (PC)  ;6.45;0;39.5685594164974;548.212;0.946;26.420;0.840;602.094;92.108;0.932;33.286;26.274;55.100;27.770;1663.500;98.811;9655.774;0.911;26.274;9717.45042431974;-1583.02627086901;-13.2399997711182
11;Polytetrafluoroethylene (PTFE);6.41;0;45.2451974290945;326.917;0.964;20.402;0.617;415.238;77.083;0.742;25.529;22.485;9.030;23.326;992.000;103.903;4446.521;0.787;22.485;3836.70209919132;-1024.45851214683;-13.2399997711182
513;Polytetrafluoroethylene (PTFE)    ;6.29;0.0880497173074104;67.9079872110893;1706.099;0.540;46.608;0.704;1900.865;168.956;0.812;66.750;36.670;36.680;67.894;5177.000;208.004;53011.503;0.898;36.670;11170.4154780976;-1670.85861114084;-13.2399997711182
301;Polytetrafluoroethylene (PTFE)    ;6.23;0.0131188973025406;22.6663970742724;448.193;0.462;23.888;0.684;503.558;90.941;0.829;37.751;17.605;18.250;38.073;1360.000;109.644;7137.748;0.890;17.605;8980.92171471999;1321.75570151969;-13.2399997711182
566;Polytetrafluoroethylene (PTFE);6.01;0;65.9200353341192;628.623;0.550;28.291;0.801;671.136;100.588;0.907;40.593;22.131;-0.180;40.267;1907.500;110.931;11856.314;0.937;22.152;2514.05038686255;-2740.92058674015;-13.2399997711182
24;Polytetrafluoroethylene (PTFE);5.76;0.0464253975303179;40.2481857995245;329.883;0.507;20.494;0.277;825.037;119.126;0.513;49.036;23.978;18.250;48.306;1001.000;232.033;4507.171;0.400;24.504;1678.78205290494;2482.52035530822;-13.2399997711182
94;Polycarbonate (PC)  ;5.71;0;27.3584921583733;699.972;0.944;29.854;0.855;750.723;101.013;0.921;35.581;28.730;55.100;31.835;2124.000;109.644;13931.075;0.932;30.038;8615.24066404576;5311.52540667808;-13.2399997711182
174;Polycarbonate (PC) ;5.68;0.0214496029605814;76.3525242127938;338.781;0.921;20.769;0.884;355.094;68.368;0.926;23.138;20.092;-0.180;21.815;1028.000;73.807;4690.753;0.954;20.092;7542.88241811255;2329.8183781036;-13.2399997711182
332;Polytetrafluoroethylene (PTFE);5.68;0.00379330223431216;14.352127607003;509.655;0.751;25.474;0.857;535.689;84.701;0.907;31.000;22.675;27.470;30.377;1546.500;93.349;8655.213;0.951;22.827;9745.57973591006;4059.48400711687;-13.2399997711182
233;Polytetrafluoroethylene (PTFE)    ;5.65;0.00644315663355605;61.6346489136724;330.377;0.850;20.510;0.822;349.327;69.377;0.886;26.112;18.267;18.250;22.963;1002.500;78.342;4517.305;0.946;19.518;2438.27346584372;4165.68651005993;-13.2399997711182
